record_id,sos_message,urgency_level,temperature_c,gas_ppm,humidity_percent,flood_sensor_level_cm,drone_image_label
2576,"Flood water rising, family stuck on roof",High,29.8,116,46,235,Flooded_Area
2577,"Flood water rising, family stuck on roof",High,31.9,140,95,136,Flooded_Area
2578,"Flood water rising, family stuck on roof",Low,37.1,105,92,341,Flooded_Area
2579,"Flood water rising, family stuck on roof",High,45.1,36,59,140,Flooded_Area
2580,"Flood water rising, family stuck on roof",High,47.9,37,24,146,Flooded_Area
2581,"Flood water rising, family stuck on roof",Medium,40.9,114,71,80,Flooded_Area
2582,"Flood water rising, family stuck on roof",High,43.5,111,72,189,Flooded_Area
2583,"Flood water rising, family stuck on roof",High,40.5,126,87,323,Flooded_Area
2584,"Flood water rising, family stuck on roof",High,25.2,46,25,341,Flooded_Area
2585,"Flood water rising, family stuck on roof",Medium,38.7,68,37,275,Flooded_Area
2586,"Flood water rising, family stuck on roof",High,36.8,182,63,108,Flooded_Area
2587,"Flood water rising, family stuck on roof",Medium,49.1,154,88,91,Flooded_Area
2588,"Flood water rising, family stuck on roof",High,25.2,155,54,314,Flooded_Area
2589,"Flood water rising, family stuck on roof",High,38.8,141,79,306,Flooded_Area
2590,"Flood water rising, family stuck on roof",Low,20.2,1,36,119,Flooded_Area
2591,"Flood water rising, family stuck on roof",Medium,30.3,65,12,381,Flooded_Area
2592,"Flood water rising, family stuck on roof",High,28.7,162,66,195,Flooded_Area
2593,"Flood water rising, family stuck on roof",Low,42.0,110,93,334,Flooded_Area
2594,"Flood water rising, family stuck on roof",Medium,30.5,118,23,348,Flooded_Area
2595,"Flood water rising, family stuck on roof",Low,21.0,44,48,85,Flooded_Area
2596,"Flood water rising, family stuck on roof",High,29.3,81,42,158,Flooded_Area
2597,"Flood water rising, family stuck on roof",Medium,34.8,65,71,95,Flooded_Area
2598,"Flood water rising, family stuck on roof",High,22.7,169,28,335,Flooded_Area
2599,"Flood water rising, family stuck on roof",High,32.5,186,15,200,Flooded_Area
2600,"Flood water rising, family stuck on roof",Medium,28.5,168,44,86,Flooded_Area
2601,"Flood water rising, family stuck on roof",High,47.9,88,21,296,Flooded_Area
2602,"Flood water rising, family stuck on roof",High,21.8,26,92,332,Flooded_Area
2603,"Flood water rising, family stuck on roof",Medium,32.6,8,62,383,Flooded_Area
2604,"Flood water rising, family stuck on roof",High,21.5,160,34,80,Flooded_Area
2605,"Flood water rising, family stuck on roof",Medium,29.2,63,88,268,Flooded_Area
2606,"Flood water rising, family stuck on roof",Low,32.8,191,76,248,Flooded_Area
2607,"Flood water rising, family stuck on roof",High,38.6,120,21,398,Flooded_Area
2608,"Flood water rising, family stuck on roof",High,35.1,166,79,107,Flooded_Area
2609,"Flood water rising, family stuck on roof",Low,20.9,5,95,82,Flooded_Area
2610,"Flood water rising, family stuck on roof",Low,30.1,153,71,273,Flooded_Area
2611,"Flood water rising, family stuck on roof",High,20.6,52,52,338,Flooded_Area
2612,"Flood water rising, family stuck on roof",Low,38.9,29,86,99,Flooded_Area
2613,"Flood water rising, family stuck on roof",Low,38.9,35,81,161,Flooded_Area
2614,"Flood water rising, family stuck on roof",Medium,32.8,81,51,308,Flooded_Area
2615,"Flood water rising, family stuck on roof",High,27.1,200,54,387,Flooded_Area
2616,"Flood water rising, family stuck on roof",High,41.6,39,25,248,Flooded_Area
2617,"Flood water rising, family stuck on roof",High,23.8,189,12,168,Flooded_Area
2618,"Flood water rising, family stuck on roof",High,43.3,3,87,127,Flooded_Area
2619,"Flood water rising, family stuck on roof",Low,48.4,55,83,149,Flooded_Area
2620,"Flood water rising, family stuck on roof",High,30.9,157,25,396,Flooded_Area
2621,"Flood water rising, family stuck on roof",High,45.6,108,12,149,Flooded_Area
2622,"Flood water rising, family stuck on roof",Medium,26.6,29,60,354,Flooded_Area
2623,"Flood water rising, family stuck on roof",High,42.2,154,89,67,Flooded_Area
2624,"Flood water rising, family stuck on roof",Medium,34.9,65,34,215,Flooded_Area
2625,"Flood water rising, family stuck on roof",High,26.5,97,51,359,Flooded_Area
2626,"Flood water rising, family stuck on roof",Low,24.5,197,19,70,Flooded_Area
2627,"Flood water rising, family stuck on roof",Low,24.7,87,44,326,Flooded_Area
2628,"Flood water rising, family stuck on roof",High,23.9,29,70,384,Flooded_Area
2629,"Flood water rising, family stuck on roof",Low,42.5,58,41,334,Flooded_Area
2630,"Flood water rising, family stuck on roof",Medium,33.9,93,50,297,Flooded_Area
2631,"Flood water rising, family stuck on roof",High,35.2,1,92,283,Flooded_Area
2632,"Flood water rising, family stuck on roof",High,20.7,156,77,260,Flooded_Area
2633,"Flood water rising, family stuck on roof",Low,27.4,60,11,93,Flooded_Area
2634,"Flood water rising, family stuck on roof",High,48.6,6,59,374,Flooded_Area
2635,"Flood water rising, family stuck on roof",Low,48.7,13,10,125,Flooded_Area
2636,"Flood water rising, family stuck on roof",High,50.0,84,52,76,Flooded_Area
2637,"Flood water rising, family stuck on roof",High,48.0,164,11,198,Flooded_Area
2638,"Flood water rising, family stuck on roof",High,43.7,58,24,296,Flooded_Area
2639,"Flood water rising, family stuck on roof",High,44.9,142,60,64,Flooded_Area
2640,"Flood water rising, family stuck on roof",Low,23.0,147,49,50,Flooded_Area
2641,"Flood water rising, family stuck on roof",High,30.6,9,66,69,Flooded_Area
2642,"Flood water rising, family stuck on roof",Medium,28.0,125,74,158,Flooded_Area
2643,"Flood water rising, family stuck on roof",High,45.2,118,55,339,Flooded_Area
2644,"Flood water rising, family stuck on roof",Medium,35.3,50,55,374,Flooded_Area
2645,"Flood water rising, family stuck on roof",High,34.8,134,43,265,Flooded_Area
2646,"Flood water rising, family stuck on roof",Medium,45.0,34,41,340,Flooded_Area
2647,"Flood water rising, family stuck on roof",Low,29.3,54,43,89,Flooded_Area
2648,"Flood water rising, family stuck on roof",High,48.5,118,35,241,Flooded_Area
2649,"Flood water rising, family stuck on roof",High,49.1,163,70,85,Flooded_Area
2650,"Flood water rising, family stuck on roof",Medium,26.8,165,84,158,Flooded_Area
2651,"Flood water rising, family stuck on roof",Medium,46.6,147,68,63,Flooded_Area
2652,"Flood water rising, family stuck on roof",Medium,46.1,128,40,172,Flooded_Area
2653,"Flood water rising, family stuck on roof",Low,37.3,185,49,342,Flooded_Area
2654,"Flood water rising, family stuck on roof",Medium,21.1,10,82,110,Flooded_Area
2655,"Flood water rising, family stuck on roof",Low,32.5,55,79,387,Flooded_Area
2656,"Flood water rising, family stuck on roof",High,45.3,117,27,275,Flooded_Area
2657,"Flood water rising, family stuck on roof",Low,29.0,161,21,360,Flooded_Area
2658,"Flood water rising, family stuck on roof",Medium,26.1,75,15,97,Flooded_Area
2659,"Flood water rising, family stuck on roof",High,27.2,17,30,59,Flooded_Area
2660,"Flood water rising, family stuck on roof",High,28.4,12,12,61,Flooded_Area
2661,"Flood water rising, family stuck on roof",High,38.6,55,10,306,Flooded_Area
2662,"Flood water rising, family stuck on roof",High,49.0,7,44,98,Flooded_Area
2663,"Flood water rising, family stuck on roof",High,27.0,162,84,201,Flooded_Area
2664,"Flood water rising, family stuck on roof",Medium,33.9,22,26,382,Flooded_Area
2665,"Flood water rising, family stuck on roof",High,48.0,197,49,366,Flooded_Area
2666,"Flood water rising, family stuck on roof",Low,31.3,80,27,390,Flooded_Area
2667,"Flood water rising, family stuck on roof",Low,44.5,171,81,221,Flooded_Area
2668,"Flood water rising, family stuck on roof",High,47.2,185,83,243,Flooded_Area
2669,"Flood water rising, family stuck on roof",High,35.8,61,59,180,Flooded_Area
2670,"Flood water rising, family stuck on roof",High,23.5,120,29,398,Flooded_Area
2671,"Flood water rising, family stuck on roof",High,47.8,135,55,130,Flooded_Area
2672,"Flood water rising, family stuck on roof",High,38.1,28,54,256,Flooded_Area
2673,"Flood water rising, family stuck on roof",Low,22.5,63,57,121,Flooded_Area
2674,"Flood water rising, family stuck on roof",Medium,24.1,180,68,132,Flooded_Area
2675,"Flood water rising, family stuck on roof",High,28.6,59,74,75,Flooded_Area
2676,"Flood water rising, family stuck on roof",Medium,42.6,88,62,314,Flooded_Area
2677,"Flood water rising, family stuck on roof",High,41.2,180,25,125,Flooded_Area
2678,"Flood water rising, family stuck on roof",Low,26.4,157,89,180,Flooded_Area
2679,"Flood water rising, family stuck on roof",High,46.9,31,92,298,Flooded_Area
2680,"Flood water rising, family stuck on roof",High,33.9,81,85,273,Flooded_Area
2681,"Flood water rising, family stuck on roof",High,39.7,29,49,233,Flooded_Area
2682,"Flood water rising, family stuck on roof",Low,40.1,0,17,222,Flooded_Area
2683,"Flood water rising, family stuck on roof",High,37.0,111,49,159,Flooded_Area
2684,"Flood water rising, family stuck on roof",High,31.8,161,91,325,Flooded_Area
2685,"Flood water rising, family stuck on roof",Low,23.0,183,42,65,Flooded_Area
2686,"Flood water rising, family stuck on roof",Medium,48.0,37,72,304,Flooded_Area
2687,"Flood water rising, family stuck on roof",High,30.6,138,62,123,Flooded_Area
2688,"Flood water rising, family stuck on roof",Low,24.5,130,28,210,Flooded_Area
2689,"Flood water rising, family stuck on roof",Low,37.8,32,86,65,Flooded_Area
2690,"Flood water rising, family stuck on roof",Low,23.6,151,19,180,Flooded_Area
2691,"Flood water rising, family stuck on roof",High,44.0,112,24,234,Flooded_Area
2692,"Flood water rising, family stuck on roof",High,43.4,140,78,322,Flooded_Area
2693,"Flood water rising, family stuck on roof",Medium,28.1,7,35,180,Flooded_Area
2694,"Flood water rising, family stuck on roof",High,23.0,125,69,110,Flooded_Area
2695,"Flood water rising, family stuck on roof",High,42.0,64,50,158,Flooded_Area
2696,"Flood water rising, family stuck on roof",High,33.0,98,38,341,Flooded_Area
2697,"Flood water rising, family stuck on roof",Medium,42.8,52,65,347,Flooded_Area
2698,"Flood water rising, family stuck on roof",Medium,31.8,30,81,128,Flooded_Area
2699,"Flood water rising, family stuck on roof",Medium,31.0,133,64,189,Flooded_Area
2700,"Flood water rising, family stuck on roof",Low,49.2,33,52,226,Flooded_Area
2701,"Flood water rising, family stuck on roof",Low,37.1,153,93,77,Flooded_Area
2702,"Flood water rising, family stuck on roof",Low,33.7,32,30,71,Flooded_Area
2703,"Flood water rising, family stuck on roof",Low,27.1,67,44,135,Flooded_Area
2704,"Flood water rising, family stuck on roof",High,45.8,60,51,328,Flooded_Area
2705,"Flood water rising, family stuck on roof",Medium,34.9,68,22,135,Flooded_Area
2706,"Flood water rising, family stuck on roof",High,28.5,30,34,201,Flooded_Area
2707,"Flood water rising, family stuck on roof",High,43.0,71,17,262,Flooded_Area
2708,"Flood water rising, family stuck on roof",Low,26.0,4,48,356,Flooded_Area
2709,"Flood water rising, family stuck on roof",High,28.7,170,40,60,Flooded_Area
2710,"Flood water rising, family stuck on roof",Medium,32.2,56,60,77,Flooded_Area
2711,"Flood water rising, family stuck on roof",High,28.8,109,51,55,Flooded_Area
2712,"Flood water rising, family stuck on roof",Medium,25.5,53,88,172,Flooded_Area
2713,"Flood water rising, family stuck on roof",High,45.6,6,48,374,Flooded_Area
2714,"Flood water rising, family stuck on roof",Medium,35.0,107,93,332,Flooded_Area
2715,"Flood water rising, family stuck on roof",High,33.7,178,80,171,Flooded_Area
2716,"Flood water rising, family stuck on roof",High,44.7,31,67,316,Flooded_Area
2717,"Flood water rising, family stuck on roof",Medium,45.4,13,12,295,Flooded_Area
2718,"Flood water rising, family stuck on roof",Medium,20.2,152,27,284,Flooded_Area
2719,"Flood water rising, family stuck on roof",High,29.8,117,67,295,Flooded_Area
2720,"Flood water rising, family stuck on roof",Low,48.7,15,28,336,Flooded_Area
2721,"Flood water rising, family stuck on roof",Low,28.0,132,95,205,Flooded_Area
2722,"Flood water rising, family stuck on roof",High,30.1,20,64,283,Flooded_Area
2723,"Flood water rising, family stuck on roof",Low,38.9,174,75,197,Flooded_Area
2724,"Flood water rising, family stuck on roof",Low,44.8,16,95,345,Flooded_Area
2725,"Flood water rising, family stuck on roof",High,41.3,59,73,363,Flooded_Area
2726,"Flood water rising, family stuck on roof",Low,30.3,4,27,288,Flooded_Area
2727,"Flood water rising, family stuck on roof",Medium,38.8,50,93,136,Flooded_Area
2728,"Flood water rising, family stuck on roof",High,46.6,139,13,328,Flooded_Area
2729,"Flood water rising, family stuck on roof",Medium,29.8,139,83,62,Flooded_Area
2730,"Flood water rising, family stuck on roof",Medium,28.6,164,60,198,Flooded_Area
2731,"Flood water rising, family stuck on roof",High,38.4,28,44,229,Flooded_Area
2732,"Flood water rising, family stuck on roof",High,44.3,119,83,360,Flooded_Area
2733,"Flood water rising, family stuck on roof",Medium,22.1,84,48,131,Flooded_Area
2734,"Flood water rising, family stuck on roof",Low,46.9,110,38,249,Flooded_Area
2735,"Flood water rising, family stuck on roof",Medium,46.6,134,86,246,Flooded_Area
2736,"Flood water rising, family stuck on roof",Medium,37.5,71,56,170,Flooded_Area
2737,"Flood water rising, family stuck on roof",High,50.0,170,53,157,Flooded_Area
2738,"Flood water rising, family stuck on roof",Medium,38.6,49,83,68,Flooded_Area
2739,"Flood water rising, family stuck on roof",Medium,40.7,49,24,386,Flooded_Area
2740,"Flood water rising, family stuck on roof",High,23.1,198,93,266,Flooded_Area
2741,"Flood water rising, family stuck on roof",Medium,42.9,123,59,119,Flooded_Area
2742,"Flood water rising, family stuck on roof",High,36.5,141,80,211,Flooded_Area
2743,"Flood water rising, family stuck on roof",High,45.1,69,85,251,Flooded_Area
2744,"Flood water rising, family stuck on roof",High,40.6,129,35,349,Flooded_Area
2745,"Flood water rising, family stuck on roof",High,47.2,128,58,373,Flooded_Area
2746,"Flood water rising, family stuck on roof",Low,39.1,86,76,381,Flooded_Area
2747,"Flood water rising, family stuck on roof",Medium,25.5,200,49,283,Flooded_Area
2748,"Flood water rising, family stuck on roof",High,43.6,92,71,99,Flooded_Area
2749,"Flood water rising, family stuck on roof",High,42.4,85,55,204,Flooded_Area
2750,"Flood water rising, family stuck on roof",High,29.2,2,24,152,Flooded_Area
2751,"Flood water rising, family stuck on roof",High,23.6,130,29,275,Flooded_Area
2752,"Flood water rising, family stuck on roof",Medium,48.5,4,46,222,Flooded_Area
2753,"Flood water rising, family stuck on roof",High,23.6,191,54,131,Flooded_Area
2754,"Flood water rising, family stuck on roof",Medium,44.5,29,74,397,Flooded_Area
2755,"Flood water rising, family stuck on roof",High,25.7,136,68,222,Flooded_Area
2756,"Flood water rising, family stuck on roof",Medium,24.3,44,76,392,Flooded_Area
2757,"Flood water rising, family stuck on roof",High,35.6,72,34,253,Flooded_Area
2758,"Flood water rising, family stuck on roof",High,30.4,89,57,243,Flooded_Area
2759,"Flood water rising, family stuck on roof",Low,36.6,152,13,257,Flooded_Area
2760,"Flood water rising, family stuck on roof",High,37.0,79,31,323,Flooded_Area
2761,"Flood water rising, family stuck on roof",High,36.3,56,46,131,Flooded_Area
2762,"Flood water rising, family stuck on roof",High,21.6,105,23,83,Flooded_Area
2763,"Flood water rising, family stuck on roof",Medium,43.5,67,56,301,Flooded_Area
2764,"Flood water rising, family stuck on roof",Low,29.7,61,29,313,Flooded_Area
2765,"Flood water rising, family stuck on roof",High,27.9,125,53,386,Flooded_Area
2766,"Flood water rising, family stuck on roof",High,49.8,12,14,294,Flooded_Area
2767,"Flood water rising, family stuck on roof",High,23.9,82,30,362,Flooded_Area
2768,"Flood water rising, family stuck on roof",High,26.4,138,92,248,Flooded_Area
2769,"Flood water rising, family stuck on roof",High,39.2,191,52,220,Flooded_Area
2770,"Flood water rising, family stuck on roof",High,21.9,79,59,128,Flooded_Area
2771,"Flood water rising, family stuck on roof",High,29.5,135,64,340,Flooded_Area
2772,"Flood water rising, family stuck on roof",High,45.6,4,20,174,Flooded_Area
2773,"Flood water rising, family stuck on roof",High,26.2,179,19,233,Flooded_Area
2774,"Flood water rising, family stuck on roof",Medium,39.6,13,72,358,Flooded_Area
2775,"Flood water rising, family stuck on roof",Medium,28.2,95,80,116,Flooded_Area
2776,"Flood water rising, family stuck on roof",High,39.5,103,81,310,Flooded_Area
2777,"Flood water rising, family stuck on roof",High,30.9,140,65,325,Flooded_Area
2778,"Flood water rising, family stuck on roof",Medium,46.0,194,37,289,Flooded_Area
2779,"Flood water rising, family stuck on roof",High,47.2,198,12,350,Flooded_Area
2780,"Flood water rising, family stuck on roof",Medium,27.1,156,48,348,Flooded_Area
2781,"Flood water rising, family stuck on roof",High,26.6,55,35,90,Flooded_Area
2782,"Flood water rising, family stuck on roof",High,34.7,12,76,265,Flooded_Area
2783,"Flood water rising, family stuck on roof",High,46.9,172,70,242,Flooded_Area
2784,"Flood water rising, family stuck on roof",Low,45.9,60,34,390,Flooded_Area
2785,"Flood water rising, family stuck on roof",Medium,28.2,26,71,176,Flooded_Area
2786,"Flood water rising, family stuck on roof",High,46.2,157,47,291,Flooded_Area
2787,"Flood water rising, family stuck on roof",Medium,31.9,173,39,66,Flooded_Area
2788,"Flood water rising, family stuck on roof",High,22.0,34,31,168,Flooded_Area
2789,"Flood water rising, family stuck on roof",Medium,48.3,159,40,274,Flooded_Area
2790,"Flood water rising, family stuck on roof",High,20.9,85,42,264,Flooded_Area
2791,"Flood water rising, family stuck on roof",High,45.4,62,61,340,Flooded_Area
2792,"Flood water rising, family stuck on roof",High,25.4,16,71,284,Flooded_Area
2793,"Flood water rising, family stuck on roof",High,46.4,130,70,169,Flooded_Area
2794,"Flood water rising, family stuck on roof",High,22.1,10,13,142,Flooded_Area
2795,"Flood water rising, family stuck on roof",Medium,27.6,166,62,87,Flooded_Area
2796,"Flood water rising, family stuck on roof",Medium,34.8,191,66,247,Flooded_Area
2797,"Flood water rising, family stuck on roof",Medium,32.4,120,32,239,Flooded_Area
2798,"Flood water rising, family stuck on roof",High,26.8,8,84,400,Flooded_Area
2799,"Flood water rising, family stuck on roof",High,49.5,180,17,370,Flooded_Area
2800,"Flood water rising, family stuck on roof",High,36.6,167,70,108,Flooded_Area
2801,"Flood water rising, family stuck on roof",High,29.4,144,52,62,Flooded_Area
2802,"Flood water rising, family stuck on roof",High,46.4,31,48,262,Flooded_Area
2803,"Flood water rising, family stuck on roof",High,49.3,197,14,158,Flooded_Area
2804,"Flood water rising, family stuck on roof",Medium,49.9,30,37,59,Flooded_Area
2805,"Flood water rising, family stuck on roof",High,27.6,29,48,251,Flooded_Area
2806,"Flood water rising, family stuck on roof",High,21.9,169,64,122,Flooded_Area
2807,"Flood water rising, family stuck on roof",Low,24.2,70,49,205,Flooded_Area
2808,"Flood water rising, family stuck on roof",Medium,47.2,76,12,102,Flooded_Area
2809,"Flood water rising, family stuck on roof",Low,26.5,198,41,161,Flooded_Area
2810,"Flood water rising, family stuck on roof",Low,45.6,140,73,118,Flooded_Area
2811,"Flood water rising, family stuck on roof",Low,33.6,32,38,266,Flooded_Area
2812,"Flood water rising, family stuck on roof",Medium,46.0,140,46,137,Flooded_Area
2813,"Flood water rising, family stuck on roof",Low,33.0,178,78,354,Flooded_Area
2814,"Flood water rising, family stuck on roof",Medium,36.7,73,90,394,Flooded_Area
2815,"Flood water rising, family stuck on roof",Low,33.5,57,27,75,Flooded_Area
2816,"Flood water rising, family stuck on roof",High,38.4,1,74,123,Flooded_Area
2817,"Flood water rising, family stuck on roof",High,39.3,36,84,294,Flooded_Area
2818,"Flood water rising, family stuck on roof",Low,29.7,64,36,395,Flooded_Area
2819,"Flood water rising, family stuck on roof",High,44.6,48,91,148,Flooded_Area
2820,"Flood water rising, family stuck on roof",High,32.3,95,81,237,Flooded_Area
2821,"Flood water rising, family stuck on roof",High,32.4,167,54,183,Flooded_Area
2822,"Flood water rising, family stuck on roof",High,27.5,112,87,367,Flooded_Area
2823,"Flood water rising, family stuck on roof",High,41.0,2,24,264,Flooded_Area
2824,"Flood water rising, family stuck on roof",High,46.5,71,29,288,Flooded_Area
2825,"Flood water rising, family stuck on roof",Low,33.4,132,13,222,Flooded_Area
2826,"Flood water rising, family stuck on roof",Medium,25.2,191,11,60,Flooded_Area
2827,"Flood water rising, family stuck on roof",Medium,33.0,173,87,236,Flooded_Area
2828,"Flood water rising, family stuck on roof",Medium,22.2,69,23,233,Flooded_Area
2829,"Flood water rising, family stuck on roof",Medium,21.7,83,50,328,Flooded_Area
2830,"Flood water rising, family stuck on roof",High,44.5,196,68,149,Flooded_Area
2831,"Flood water rising, family stuck on roof",High,40.0,7,73,382,Flooded_Area
2832,"Flood water rising, family stuck on roof",High,21.7,43,78,93,Flooded_Area
2833,"Flood water rising, family stuck on roof",High,20.2,4,61,278,Flooded_Area
2834,"Flood water rising, family stuck on roof",Medium,46.1,4,61,236,Flooded_Area
2835,"Flood water rising, family stuck on roof",High,27.7,134,56,127,Flooded_Area
2836,"Flood water rising, family stuck on roof",High,45.2,12,54,372,Flooded_Area
2837,"Flood water rising, family stuck on roof",Low,29.2,74,35,61,Flooded_Area
2838,"Flood water rising, family stuck on roof",High,28.8,95,68,210,Flooded_Area
2839,"Flood water rising, family stuck on roof",High,46.0,95,13,397,Flooded_Area
2840,"Flood water rising, family stuck on roof",High,24.4,75,67,89,Flooded_Area
2841,"Flood water rising, family stuck on roof",Medium,49.6,7,49,345,Flooded_Area
2842,"Flood water rising, family stuck on roof",Medium,24.3,151,60,321,Flooded_Area
2843,"Flood water rising, family stuck on roof",High,27.2,99,15,236,Flooded_Area
2844,"Flood water rising, family stuck on roof",High,42.3,58,25,184,Flooded_Area
2845,"Flood water rising, family stuck on roof",High,21.7,172,85,162,Flooded_Area
2846,"Flood water rising, family stuck on roof",Medium,46.2,187,25,194,Flooded_Area
2847,"Flood water rising, family stuck on roof",High,25.6,128,20,96,Flooded_Area
2848,"Flood water rising, family stuck on roof",High,37.7,128,57,72,Flooded_Area
2849,"Flood water rising, family stuck on roof",High,44.9,30,64,218,Flooded_Area
2850,"Flood water rising, family stuck on roof",Medium,30.8,35,59,74,Flooded_Area
2851,"Flood water rising, family stuck on roof",High,33.7,146,42,329,Flooded_Area
2852,"Flood water rising, family stuck on roof",High,29.3,103,11,162,Flooded_Area
2853,"Flood water rising, family stuck on roof",Low,24.0,60,42,196,Flooded_Area
2854,"Flood water rising, family stuck on roof",Low,40.9,44,68,169,Flooded_Area
2855,"Flood water rising, family stuck on roof",High,43.2,170,13,268,Flooded_Area
2856,"Flood water rising, family stuck on roof",Low,29.3,76,43,168,Flooded_Area
2857,"Flood water rising, family stuck on roof",Medium,40.5,101,77,347,Flooded_Area
2858,"Flood water rising, family stuck on roof",Medium,40.7,11,16,173,Flooded_Area
2859,"Flood water rising, family stuck on roof",High,38.6,85,80,323,Flooded_Area
2860,"Flood water rising, family stuck on roof",Medium,38.4,194,17,257,Flooded_Area
2861,"Flood water rising, family stuck on roof",Medium,48.7,41,23,342,Flooded_Area
2862,"Flood water rising, family stuck on roof",High,24.7,32,46,129,Flooded_Area
2863,"Flood water rising, family stuck on roof",Medium,46.3,129,24,330,Flooded_Area
2864,"Flood water rising, family stuck on roof",High,37.7,84,15,54,Flooded_Area
2865,"Flood water rising, family stuck on roof",Medium,26.1,176,93,55,Flooded_Area
2866,"Flood water rising, family stuck on roof",High,46.6,88,14,124,Flooded_Area
2867,"Flood water rising, family stuck on roof",Medium,32.0,142,94,134,Flooded_Area
2868,"Flood water rising, family stuck on roof",High,48.1,62,28,172,Flooded_Area
2869,"Flood water rising, family stuck on roof",High,37.0,25,13,279,Flooded_Area
2870,"Flood water rising, family stuck on roof",High,26.9,165,38,256,Flooded_Area
2871,"Flood water rising, family stuck on roof",High,42.7,48,22,141,Flooded_Area
2872,"Flood water rising, family stuck on roof",High,20.6,187,24,93,Flooded_Area
2873,"Flood water rising, family stuck on roof",High,29.6,74,45,86,Flooded_Area
2874,"Flood water rising, family stuck on roof",High,47.3,61,31,96,Flooded_Area
2875,"Flood water rising, family stuck on roof",High,34.2,98,27,94,Flooded_Area
2876,"Flood water rising, family stuck on roof",Medium,20.7,2,90,289,Flooded_Area
2877,"Flood water rising, family stuck on roof",High,42.2,200,33,67,Flooded_Area
2878,"Flood water rising, family stuck on roof",High,32.9,63,91,78,Flooded_Area
2879,"Flood water rising, family stuck on roof",High,43.6,191,95,396,Flooded_Area
2880,"Flood water rising, family stuck on roof",Medium,21.8,164,38,239,Flooded_Area
2881,"Flood water rising, family stuck on roof",High,20.0,123,56,347,Flooded_Area
2882,"Flood water rising, family stuck on roof",High,32.2,17,34,112,Flooded_Area
2883,"Flood water rising, family stuck on roof",Medium,47.6,117,58,237,Flooded_Area
2884,"Flood water rising, family stuck on roof",High,38.3,61,65,341,Flooded_Area
2885,"Flood water rising, family stuck on roof",High,42.8,91,67,306,Flooded_Area
2886,"Flood water rising, family stuck on roof",Medium,35.5,172,75,370,Flooded_Area
2887,"Flood water rising, family stuck on roof",High,26.9,10,72,207,Flooded_Area
2888,"Flood water rising, family stuck on roof",High,49.2,0,44,167,Flooded_Area
2889,"Flood water rising, family stuck on roof",High,31.9,178,47,116,Flooded_Area
2890,"Flood water rising, family stuck on roof",Medium,34.3,36,60,78,Flooded_Area
2891,"Flood water rising, family stuck on roof",Medium,27.7,125,17,241,Flooded_Area
2892,"Flood water rising, family stuck on roof",Medium,48.1,84,55,145,Flooded_Area
2893,"Flood water rising, family stuck on roof",High,24.7,84,73,268,Flooded_Area
2894,"Flood water rising, family stuck on roof",Medium,31.4,11,70,166,Flooded_Area
2895,"Flood water rising, family stuck on roof",Medium,39.0,55,47,153,Flooded_Area
2896,"Flood water rising, family stuck on roof",Medium,45.6,100,61,387,Flooded_Area
2897,"Flood water rising, family stuck on roof",Low,20.2,37,60,215,Flooded_Area
2898,"Flood water rising, family stuck on roof",Low,35.8,51,35,218,Flooded_Area
2899,"Flood water rising, family stuck on roof",Medium,41.9,80,21,390,Flooded_Area
2900,"Flood water rising, family stuck on roof",Low,25.0,14,80,354,Flooded_Area
2901,"Flood water rising, family stuck on roof",Medium,44.3,146,82,281,Flooded_Area
2902,"Flood water rising, family stuck on roof",High,49.8,18,42,303,Flooded_Area
2903,"Flood water rising, family stuck on roof",Low,20.0,19,52,140,Flooded_Area
2904,"Flood water rising, family stuck on roof",Medium,31.1,123,64,281,Flooded_Area
2905,"Flood water rising, family stuck on roof",Low,20.2,132,19,272,Flooded_Area
2906,"Flood water rising, family stuck on roof",High,40.1,28,49,327,Flooded_Area
2907,"Flood water rising, family stuck on roof",Medium,29.3,87,15,53,Flooded_Area
2908,"Flood water rising, family stuck on roof",Medium,43.0,194,25,189,Flooded_Area
2909,"Flood water rising, family stuck on roof",High,32.1,41,57,284,Flooded_Area
2910,"Flood water rising, family stuck on roof",High,40.1,13,33,291,Flooded_Area
2911,"Flood water rising, family stuck on roof",High,28.4,197,25,239,Flooded_Area
2912,"Flood water rising, family stuck on roof",High,38.4,140,84,351,Flooded_Area
2913,"Flood water rising, family stuck on roof",Medium,30.6,150,86,309,Flooded_Area
2914,"Flood water rising, family stuck on roof",High,21.4,46,29,110,Flooded_Area
2915,"Flood water rising, family stuck on roof",Medium,39.7,181,64,106,Flooded_Area
2916,"Flood water rising, family stuck on roof",High,47.1,108,59,325,Flooded_Area
2917,"Flood water rising, family stuck on roof",Low,43.5,124,86,191,Flooded_Area
2918,"Flood water rising, family stuck on roof",High,34.3,24,34,286,Flooded_Area
2919,"Flood water rising, family stuck on roof",Medium,35.7,121,32,294,Flooded_Area
2920,"Flood water rising, family stuck on roof",High,26.9,107,93,145,Flooded_Area
2921,"Flood water rising, family stuck on roof",High,26.3,38,68,290,Flooded_Area
2922,"Flood water rising, family stuck on roof",High,46.6,19,37,88,Flooded_Area
2923,"Flood water rising, family stuck on roof",Low,42.6,182,29,53,Flooded_Area
2924,"Flood water rising, family stuck on roof",High,36.4,6,59,381,Flooded_Area
2925,"Flood water rising, family stuck on roof",High,24.0,43,61,299,Flooded_Area
2926,"Flood water rising, family stuck on roof",High,30.0,47,48,334,Flooded_Area
